exports,description,hs-code,tariff,export_share,color
16540.0,CARCASSES/HALF-CARCASSES OF BOVINE ANMLS FRSH/CHLD,020110,10.0,0.5034598405548164,#EE1C25
7576119.0,"MEAT, BOVINE CUTS WITH BONE IN, FRESH OR CHILLED",020120,10.0,2.448944059933331,#EE1C25
305287625.0,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",020130,10.0,7.3779843614003155,#EE1C25
0.0, ,020210,10.0,0.0,#EE1C25
188034666.0,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",020220,10.0,19.405136338752786,#EE1C25
999887020.0,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",020230,10.0,27.02547104599344,#EE1C25
0.0, ,020311,10.0,0.0,#EE1C25
0.0, ,020312,10.0,0.0,#EE1C25
4318157.0,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",020319,10.0,0.28298408921613183,#EE1C25
25051038.0,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",020321,10.0,88.82218262835612,#EE1C25
6605069.0,"MEAT, SWINE, HAMS, SHOULDERS ETC, BONE IN, FROZEN",020322,10.0,3.769788988080263,#EE1C25
310600539.0,"MEAT OF SWINE, NESOI, FROZEN",020329,10.0,9.921790263159796,#EE1C25
219528.0,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",020610,10.0,0.05867863564570267,#EE1C25
2523187.0,"TONGUES OF BOVINE ANIMALS, EDIBLE, FROZEN",020621,10.0,4.195617203629008,#EE1C25
166196.0,"LIVERS OF BOVINE ANIMALS, EDIBLE, FROZEN",020622,10.0,0.19865380716873024,#EE1C25
27174684.0,"OFFAL OF BOVINE ANIMALS, EDIBLE, NESOI, FROZEN",020629,10.0,6.944475955113186,#EE1C25
0.0, ,020630,10.0,0.0,#EE1C25
213034.0,"LIVERS OF SWINE, EDIBLE, FROZEN",020641,10.0,12.487777999226234,#EE1C25
593517731.0,"OFFAL OF SWINE EXCEPT LIVERS, EDIBLE, FROZEN",020649,10.0,72.82214766435915,#EE1C25
5028.0,"HAMS, SHOULDERS & CUTS, BONE IN, SALTED, DRD, SMKD",021011,10.0,0.007057052182563919,#EE1C25
628567.0,"MEAT OF SWINE, BELLIES (BACON ETC), CURED ETC",021012,10.0,0.4637242988192057,#EE1C25
0.0, ,021019,10.0,0.0,#EE1C25
0.0, ,021020,10.0,0.0,#EE1C25
177133.0,"ORNAMENTAL FISH, LIVE, FRESHWATER",030111,10.0,5.884289449119183,#EE1C25
0.0, ,030119,10.0,0.0,#EE1C25
0.0, ,030191,10.0,0.0,#EE1C25
0.0, ,030192,10.0,0.0,#EE1C25
0.0, ,030193,10.0,0.0,#EE1C25
0.0, ,030194,10.0,0.0,#EE1C25
0.0, ,030195,10.0,0.0,#EE1C25
46371.0,"FISH, LIVE, NESOI",030199,10.0,0.2344849361468357,#EE1C25
0.0, ,030211,10.0,0.0,#EE1C25
0.0, ,030213,10.0,0.0,#EE1C25
54708.0,ATLANTIC SALMON AND DANUBE SALMON FRESH OR CHILLED,030214,10.0,0.058878244175594965,#EE1C25
0.0, ,030219,10.0,0.0,#EE1C25
0.0, ,030221,10.0,0.0,#EE1C25
0.0, ,030222,10.0,0.0,#EE1C25
0.0, ,030223,10.0,0.0,#EE1C25
0.0, ,030224,10.0,0.0,#EE1C25
0.0, ,030229,10.0,0.0,#EE1C25
0.0, ,030231,10.0,0.0,#EE1C25
0.0, ,030232,10.0,0.0,#EE1C25
0.0, ,030233,10.0,0.0,#EE1C25
0.0, ,030234,10.0,0.0,#EE1C25
4120.0,"ATLANTIC & PACIFIC BLUEFIN TUNAS, FRESH OR CHILLED",030235,10.0,0.05884054982209303,#EE1C25
0.0, ,030236,10.0,0.0,#EE1C25
0.0, ,030239,10.0,0.0,#EE1C25
0.0, ,030241,10.0,0.0,#EE1C25
0.0, ,030242,10.0,0.0,#EE1C25
0.0, ,030243,10.0,0.0,#EE1C25
0.0, ,030244,10.0,0.0,#EE1C25
0.0, ,030245,10.0,0.0,#EE1C25
0.0, ,030246,10.0,0.0,#EE1C25
0.0, ,030247,10.0,0.0,#EE1C25
0.0, ,030249,10.0,0.0,#EE1C25
194403.0,"COD, FRESH OR CHILLED",030251,10.0,4.360253671337494,#EE1C25
0.0, ,030252,10.0,0.0,#EE1C25
0.0, ,030253,10.0,0.0,#EE1C25
0.0, ,030254,10.0,0.0,#EE1C25
0.0, ,030255,10.0,0.0,#EE1C25
0.0, ,030256,10.0,0.0,#EE1C25
0.0, ,030259,10.0,0.0,#EE1C25
0.0, ,030271,10.0,0.0,#EE1C25
0.0, ,030272,10.0,0.0,#EE1C25
0.0, ,030273,10.0,0.0,#EE1C25
0.0, ,030274,10.0,0.0,#EE1C25
0.0, ,030279,10.0,0.0,#EE1C25
0.0, ,030281,10.0,0.0,#EE1C25
0.0, ,030282,10.0,0.0,#EE1C25
0.0, ,030283,10.0,0.0,#EE1C25
0.0, ,030284,10.0,0.0,#EE1C25
88964.0,"SEABREAM, FRESH OR CHILLED",030285,10.0,6.1889765203737985,#EE1C25
0.0, ,030289,10.0,0.0,#EE1C25
91729.0,"LIVERS, ROES AND MILT, FRESH OR CHILLED",030291,10.0,5.312517012633655,#EE1C25
0.0, ,030292,10.0,0.0,#EE1C25
0.0, ,030299,10.0,0.0,#EE1C25
7267802.0,"SOCKEYE SALMON, FROZEN",030311,10.0,3.5469161793338833,#EE1C25
95305717.0,"PACIFIC SALMON, FROZEN, NESOI",030312,10.0,48.91881380686368,#EE1C25
0.0, ,030313,10.0,0.0,#EE1C25
0.0, ,030314,10.0,0.0,#EE1C25
0.0, ,030319,10.0,0.0,#EE1C25
0.0, ,030321,10.0,0.0,#EE1C25
0.0, ,030322,10.0,0.0,#EE1C25
5055.0,"CARP, FROZEN",030325,10.0,0.8895168981815493,#EE1C25
0.0, ,030326,10.0,0.0,#EE1C25
19679.0,"NILE PERCH AND SNAKEHEADS, FROZEN",030329,10.0,0.8381946550449274,#EE1C25
1016205.0,HALIBUT/GREENLAND TURBOT EX FILLET/LIVER/ROE FROZN,030331,10.0,14.45406447800986,#EE1C25
1636073.0,"PLAICE EXCEPT FILLETS, LIVERS AND ROES, FROZEN",030332,10.0,41.10007119340137,#EE1C25
3971287.0,"SOLE, EXCEPT FILLETS, LIVERS AND ROES, FROZEN",030333,10.0,51.20757193202612,#EE1C25
0.0, ,030334,10.0,0.0,#EE1C25
93412446.0,"FLAT FISH NESOI EXCEPT FILLETS, LIVERS,  ROES, FRZ",030339,10.0,59.03267201893586,#EE1C25
0.0, ,030341,10.0,0.0,#EE1C25
0.0, ,030342,10.0,0.0,#EE1C25
0.0, ,030343,10.0,0.0,#EE1C25
0.0, ,030344,10.0,0.0,#EE1C25
0.0, ,030345,10.0,0.0,#EE1C25
0.0, ,030346,10.0,0.0,#EE1C25
33228.0,"TUNAS NESOI, WITH BONES, FROZEN",030349,10.0,2.1435040756767636,#EE1C25
4954493.0,"HERRINGS, FROZEN",030351,10.0,32.744904573037765,#EE1C25
0.0, ,030353,10.0,0.0,#EE1C25
