HS2,2024_imports,2024_duty,CTY_NAME,CTY_CODE,2025_tariff_increase,2024_tariff
01,128611.0,0.0,ESWATINI,7950,10.0,0.0
10,2004.0,0.0,ESWATINI,7950,10.0,0.0
17,10256827.0,0.0,ESWATINI,7950,10.0,0.0
18,23637.0,0.0,ESWATINI,7950,10.0,0.0
20,4347846.0,0.0,ESWATINI,7950,10.0,0.0
21,8121.0,366.0,ESWATINI,7950,10.0,4.506834133727374
29,252672.0,984.0,ESWATINI,7950,10.0,0.38943768996960487
31,75960.0,0.0,ESWATINI,7950,10.0,0.0
33,172408.0,1724.0,ESWATINI,7950,10.0,0.9999535984409076
38,759279.0,19196.0,ESWATINI,7950,10.0,2.5281879256505184
39,222076.0,9391.0,ESWATINI,7950,3.4156775158054,4.2287325059889405
40,14230.0,381.0,ESWATINI,7950,10.0,2.677442023893183
42,2265.0,357.0,ESWATINI,7950,10.0,15.761589403973511
44,6155.0,0.0,ESWATINI,7950,10.0,0.0
46,7054.0,247.0,ESWATINI,7950,10.0,3.501559398922597
48,27340.0,0.0,ESWATINI,7950,10.0,0.0
49,8955.0,0.0,ESWATINI,7950,10.0,0.0
52,81575.0,6608.0,ESWATINI,7950,10.0,8.100520992951271
57,53856.0,2039.0,ESWATINI,7950,10.0,3.7860219845513967
59,1341.0,107.0,ESWATINI,7950,10.0,7.979120059656973
61,3574702.0,23345.0,ESWATINI,7950,10.0,0.6530614300157048
62,28817.0,4672.0,ESWATINI,7950,10.0,16.21265225387792
63,10906.0,694.0,ESWATINI,7950,10.0,6.363469649734091
70,143219.0,7746.0,ESWATINI,7950,10.0,5.408500268819081
71,47287.0,1920.0,ESWATINI,7950,10.0,4.060312559477235
73,21285.0,1028.0,ESWATINI,7950,39.12285647169368,4.829692271552736
74,9190.0,61.0,ESWATINI,7950,50.0,0.6637649619151251
82,23659.0,556.0,ESWATINI,7950,10.0,2.350057060737986
83,198823.0,0.0,ESWATINI,7950,10.0,0.0
84,651758.0,10420.0,ESWATINI,7950,26.11773081419791,1.5987529113566692
85,330711.0,6716.0,ESWATINI,7950,10.249553235302121,2.0307761157022295
87,12427.0,311.0,ESWATINI,7950,25.0,2.5026152731954614
90,511344.0,322.0,ESWATINI,7950,10.471874119966207,0.06297130698707719
91,276970.0,8871.0,ESWATINI,7950,10.0,3.202873957468318
94,1455.0,0.0,ESWATINI,7950,10.0,0.0
97,2500.0,0.0,ESWATINI,7950,10.0,0.0
98,38413.0,0.0,ESWATINI,7950,10.0,0.0
99,230493.0,0.0,ESWATINI,7950,10.0,0.0
