HS2,2024_imports,2024_duty,CTY_NAME,CTY_CODE,2025_tariff_increase,2024_tariff
25,55425.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
28,1521630.0,55823.0,LIECHTENSTEIN,4411,2.4659509867707654,3.6686316647279558
29,131748.0,7248.0,LIECHTENSTEIN,4411,7.2376810274159755,5.501411786137171
30,34976274.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
32,25813795.0,1541454.0,LIECHTENSTEIN,4411,14.998771587052582,5.971435040837661
33,402566.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
34,18644.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
35,347181.0,7298.0,LIECHTENSTEIN,4411,15.0,2.102073558172826
38,24146691.0,1192646.0,LIECHTENSTEIN,4411,15.0,4.9391695118805305
39,446039.0,19137.0,LIECHTENSTEIN,4411,15.0,4.290432002582733
40,443397.0,2889.0,LIECHTENSTEIN,4411,16.48891399806494,0.6515605653624179
42,2274.0,430.0,LIECHTENSTEIN,4411,15.0,18.909410729991205
44,30623.0,0.0,LIECHTENSTEIN,4411,0.0,0.0
48,14739.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
49,20165.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
58,718584.0,60362.0,LIECHTENSTEIN,4411,15.0,8.40013136947107
61,1181.0,191.0,LIECHTENSTEIN,4411,15.0,16.172734970364097
62,7157.0,494.0,LIECHTENSTEIN,4411,15.0,6.902333379907782
63,106886.0,7424.0,LIECHTENSTEIN,4411,15.0,6.945717867634676
67,1147.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
68,300244.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
69,1311121.0,52449.0,LIECHTENSTEIN,4411,15.0,4.000317285742506
70,6605207.0,321149.0,LIECHTENSTEIN,4411,15.0,4.862058070246701
71,27842.0,258.0,LIECHTENSTEIN,4411,15.0,0.9266575677034696
72,59358.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
73,67829761.0,1333423.0,LIECHTENSTEIN,4411,15.541194373366581,1.9658376800118758
74,9252.0,0.0,LIECHTENSTEIN,4411,50.0,0.0
75,74032.0,1240.0,LIECHTENSTEIN,4411,6.616395612708018,1.6749513723795115
76,106768.0,7296.0,LIECHTENSTEIN,4411,30.903220065937358,6.8335081672411215
81,626234.0,25835.0,LIECHTENSTEIN,4411,15.0,4.125454702235905
82,257526.0,2270.0,LIECHTENSTEIN,4411,15.0,0.8814643958279941
83,9062.0,464.0,LIECHTENSTEIN,4411,39.255131317589935,5.120282498344736
84,14163178.0,225080.0,LIECHTENSTEIN,4411,21.265082243547315,1.5891913523928034
85,7675896.0,164433.0,LIECHTENSTEIN,4411,15.511251064370857,2.142199425317904
87,11555234.0,288880.0,LIECHTENSTEIN,4411,25.0,2.499992644026075
90,32273539.0,3593.0,LIECHTENSTEIN,4411,15.036285608467049,0.011132959419169988
94,2495812.0,178224.0,LIECHTENSTEIN,4411,15.0,7.140922473327318
95,466072.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
97,442527.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
98,1487375.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
99,4689335.0,0.0,LIECHTENSTEIN,4411,15.0,0.0
