HS2,2024_imports,2024_duty,CTY_NAME,CTY_CODE,2025_tariff_increase,2024_tariff
01,1326628.0,0.0,THAILAND,5490,10.0,0.0
02,59587.0,3446.0,THAILAND,5490,10.0,5.783140617920016
03,218461690.0,180883.0,THAILAND,5490,10.0,0.08279849890385815
04,8701754.0,142191.0,THAILAND,5490,10.0,1.6340498708651154
05,62008939.0,5808.0,THAILAND,5490,10.0,0.009366391513326813
06,17713015.0,203319.0,THAILAND,5490,10.0,1.1478508881745992
07,13224930.0,271949.0,THAILAND,5490,10.0,2.0563360259751846
08,129111724.0,1361449.0,THAILAND,5490,10.0,1.0544735658552589
09,14508647.0,22419.0,THAILAND,5490,10.0,0.15452164491975026
10,789351052.0,11710874.0,THAILAND,5490,10.0,1.4836078282695442
11,93538157.0,17174.0,THAILAND,5490,10.0,0.018360421619168742
12,28357215.0,1442.0,THAILAND,5490,10.0,0.005085125602073405
13,5436670.0,0.0,THAILAND,5490,10.0,0.0
14,4752041.0,250.0,THAILAND,5490,10.0,0.005260897370203667
15,4791119.0,121935.0,THAILAND,5490,10.0,2.5450213196541354
16,894625505.0,59466222.0,THAILAND,5490,10.0,6.647051941583087
17,106572412.0,582025.0,THAILAND,5490,10.0,0.5461310193486096
18,21070050.0,1250159.0,THAILAND,5490,10.0,5.9333461477310205
19,294587668.0,5645701.0,THAILAND,5490,10.0,1.9164756754176147
20,718896090.0,16088112.0,THAILAND,5490,10.0,2.2378911533654327
21,351473432.0,3052373.0,THAILAND,5490,10.0,0.868450563284681
22,84440825.0,10006.0,THAILAND,5490,10.0,0.011849718427076003
23,806407845.0,90285.0,THAILAND,5490,10.0,0.011195947628708895
24,1916159.0,168712.0,THAILAND,5490,10.0,8.804697313740666
25,16491955.0,0.0,THAILAND,5490,9.993879440005749,0.0
26,681200.0,0.0,THAILAND,5490,0.0,0.0
27,27585256.0,15647.0,THAILAND,5490,5.275447869688068,0.05672233021872264
28,56466645.0,597817.0,THAILAND,5490,8.731035109310993,1.0587081984417526
29,251805935.0,3877148.0,THAILAND,5490,8.953568866436767,1.5397365435409613
30,30780094.0,96768.0,THAILAND,5490,9.36641843913797,0.3143850048021296
31,727309.0,0.0,THAILAND,5490,8.974232410158544,0.0
32,8265131.0,206261.0,THAILAND,5490,8.392176724119679,2.4955563317750196
33,100209212.0,1559121.0,THAILAND,5490,10.0,1.5558659417459546
34,32182962.0,105063.0,THAILAND,5490,10.0,0.3264553461549002
35,76316398.0,100875.0,THAILAND,5490,10.0,0.13217998050694163
36,18840873.0,67738.0,THAILAND,5490,10.0,0.35952686481141294
37,49174.0,670.0,THAILAND,5490,10.0,1.362508642778704
38,53508431.0,2084215.0,THAILAND,5490,10.0,3.8951151454992208
39,1316617626.0,38880234.0,THAILAND,5490,9.999965950630529,2.9530391536775613
40,5097575844.0,146386160.0,THAILAND,5490,19.44559925315748,2.8716818440730196
41,3597608.0,15918.0,THAILAND,5490,10.0,0.4424606571922233
42,382773973.0,11442550.0,THAILAND,5490,10.0,2.9893751422853403
43,1328282.0,1903.0,THAILAND,5490,10.0,0.14326776994644208
44,196553219.0,2058340.0,THAILAND,5490,8.114472701665598,1.0472176494855574
45,63462.0,0.0,THAILAND,5490,10.0,0.0
46,17495481.0,610088.0,THAILAND,5490,10.0,3.487117616257592
47,1140768.0,0.0,THAILAND,5490,10.0,0.0
48,132345887.0,0.0,THAILAND,5490,10.0,0.0
49,10217335.0,0.0,THAILAND,5490,8.644995001142666,0.0
50,959433.0,15808.0,THAILAND,5490,10.0,1.6476398039258604
51,155902.0,28557.0,THAILAND,5490,10.0,18.317276237636467
52,11304331.0,913415.0,THAILAND,5490,10.0,8.080221642483751
53,5134958.0,4632.0,THAILAND,5490,10.0,0.09020521686837556
54,25466670.0,1596344.0,THAILAND,5490,10.0,6.268365671679886
55,145593280.0,6178552.0,THAILAND,5490,10.0,4.243706852404177
56,65358658.0,786664.0,THAILAND,5490,10.0,1.2036110043752735
57,24072780.0,965252.0,THAILAND,5490,10.0,4.009723845771033
58,13219110.0,667312.0,THAILAND,5490,10.0,5.048085688068259
59,23147555.0,719432.0,THAILAND,5490,10.0,3.1080258800551506
60,4332244.0,440025.0,THAILAND,5490,10.0,10.15697638452497
61,589414062.0,119099095.0,THAILAND,5490,10.0,20.20635452704893
62,318752525.0,50121185.0,THAILAND,5490,10.0,15.724168773251288
63,95969022.0,5187794.0,THAILAND,5490,10.0,5.4056964340013804
64,102959759.0,9645532.0,THAILAND,5490,10.0,9.368254251644082
65,24531057.0,574013.0,THAILAND,5490,10.0,2.3399440146423367
66,259299.0,13296.0,THAILAND,5490,20.406210590862287,5.127671144123194
67,9476966.0,681005.0,THAILAND,5490,10.0,7.1858968366036144
68,333336953.0,86559.0,THAILAND,5490,10.0,0.02596741801980772
69,185396322.0,11028589.0,THAILAND,5490,10.0,5.9486557667524815
70,52230415.0,1357649.0,THAILAND,5490,15.464055378460998,2.599345611173107
71,1803025551.0,70622014.0,THAILAND,5490,10.0,3.9168615198398813
72,71633851.0,7801891.0,THAILAND,5490,10.0,10.891346606508701
73,1114483462.0,42812858.0,THAILAND,5490,31.523244913794873,3.8414978292427993
74,343812148.0,5252666.0,THAILAND,5490,9.341027269344771,1.5277720786061346
75,579789.0,12041.0,THAILAND,5490,9.156710458459887,2.076790004639619
76,451255297.0,27078032.0,THAILAND,5490,25.169510309371503,6.000601473272014
78,581071.0,7158.0,THAILAND,5490,10.0,1.23186323185979
79,7759731.0,232870.0,THAILAND,5490,6.493502158773287,3.0010060915771435
80,16307891.0,2334.0,THAILAND,5490,0.30110637850105815,0.01431208977298168
81,36934889.0,134127.0,THAILAND,5490,9.997576816868191,0.36314445130727213
82,213864580.0,4450670.0,THAILAND,5490,10.0,2.081069244846435
83,202898950.0,5378792.0,THAILAND,5490,29.392772510651238,2.6509708404109533
84,15123524317.0,46525450.0,THAILAND,5490,6.664985038685411,0.3076362957786356
85,22672155420.0,205336313.0,THAILAND,5490,6.47148361048947,0.9056761882413031
86,5687352.0,3908.0,THAILAND,5490,10.0,0.06871387598305854
87,2418761439.0,37047138.0,THAILAND,5490,19.164324566115262,1.5316573764842463
88,94289098.0,15094.0,THAILAND,5490,10.690574004642615,0.01600821337796656
89,14173316.0,72398.0,THAILAND,5490,10.0,0.5108049520662631
90,1720217385.0,10586290.0,THAILAND,5490,10.36577769210256,0.6154041978828159
91,47149706.0,733316.0,THAILAND,5490,10.0,1.555292836820658
92,9111918.0,423311.0,THAILAND,5490,10.0,4.64568491507496
93,4838142.0,94571.0,THAILAND,5490,10.0,1.9546966583452903
94,1141522965.0,17129287.0,THAILAND,5490,12.56009247698315,1.5005643797976504
95,446742516.0,3203185.0,THAILAND,5490,13.31509678832538,0.7170092134235103
96,61682571.0,1563870.0,THAILAND,5490,13.426662614306398,2.535351517692088
97,4675416.0,0.0,THAILAND,5490,10.0,0.0
98,372748455.0,0.0,THAILAND,5490,10.0,0.0
99,345937223.0,0.0,THAILAND,5490,10.0,0.0
