HS2,2024_imports,2024_duty,CTY_NAME,CTY_CODE,2025_tariff_increase,2024_tariff
01,5000.0,0.0,TANZANIA,7830,10.0,0.0
03,1208761.0,10.0,TANZANIA,7830,10.0,0.0008272934020869304
04,45369.0,55.0,TANZANIA,7830,10.0,0.12122815138089886
06,1101793.0,6336.0,TANZANIA,7830,10.0,0.5750626478839491
07,1064347.0,1154.0,TANZANIA,7830,10.0,0.10842328676643989
08,601443.0,0.0,TANZANIA,7830,10.0,0.0
09,37254527.0,0.0,TANZANIA,7830,10.0,0.0
10,37130.0,0.0,TANZANIA,7830,10.0,0.0
11,38589.0,171.0,TANZANIA,7830,10.0,0.4431314623338257
12,5497106.0,954.0,TANZANIA,7830,10.0,0.01735458621318199
13,6318898.0,0.0,TANZANIA,7830,10.0,0.0
15,1768788.0,182.0,TANZANIA,7830,10.0,0.010289531588861978
16,52365.0,0.0,TANZANIA,7830,10.0,0.0
18,526878.0,0.0,TANZANIA,7830,10.0,0.0
21,12199.0,192.0,TANZANIA,7830,10.0,1.5738994999590128
22,65618.0,0.0,TANZANIA,7830,10.0,0.0
24,7841209.0,418898.0,TANZANIA,7830,10.0,5.342262908691759
32,10350.0,0.0,TANZANIA,7830,10.0,0.0
33,9680.0,0.0,TANZANIA,7830,10.0,0.0
39,1753669.0,96241.0,TANZANIA,7830,10.0,5.4879797726937065
40,3648.0,99.0,TANZANIA,7830,10.0,2.7138157894736845
42,4481.0,9.0,TANZANIA,7830,10.0,0.2008480249944209
44,6509384.0,10822.0,TANZANIA,7830,10.0,0.16625229053931984
46,25757.0,0.0,TANZANIA,7830,10.0,0.0
49,63683.0,0.0,TANZANIA,7830,10.0,0.0
59,1200.0,0.0,TANZANIA,7830,10.0,0.0
60,1500.0,150.0,TANZANIA,7830,10.0,10.0
61,62000845.0,3296.0,TANZANIA,7830,10.0,0.005316056579551456
62,17334543.0,697.0,TANZANIA,7830,10.0,0.004020873235596693
63,4848.0,206.0,TANZANIA,7830,10.0,4.249174917491749
64,3968.0,401.0,TANZANIA,7830,10.0,10.105846774193548
68,54106.0,390.0,TANZANIA,7830,10.0,0.7208073041806823
69,6960.0,418.0,TANZANIA,7830,10.0,6.005747126436781
70,4317.0,251.0,TANZANIA,7830,10.0,5.81422283993514
71,40482879.0,7670.0,TANZANIA,7830,10.0,0.01894628096978972
73,41834.0,1214.0,TANZANIA,7830,10.0,2.9019457857245303
74,4000.0,40.0,TANZANIA,7830,0.0,1.0
82,4049.0,150.0,TANZANIA,7830,10.0,3.7046184243022964
83,58360.0,1098.0,TANZANIA,7830,10.0,1.8814256339958875
84,635098.0,1070.0,TANZANIA,7830,10.497631861539478,0.16847793568866537
85,1696518.0,81.0,TANZANIA,7830,21.174585238706573,0.004774485151351179
86,4000.0,0.0,TANZANIA,7830,10.0,0.0
87,7377.0,184.0,TANZANIA,7830,25.0,2.494238850481225
90,65344.0,99.0,TANZANIA,7830,10.0,0.15150587659157688
92,50857.0,2431.0,TANZANIA,7830,10.0,4.780069606937099
94,22455.0,30.0,TANZANIA,7830,10.0,0.13360053440213762
95,12864.0,0.0,TANZANIA,7830,10.0,0.0
97,356373.0,0.0,TANZANIA,7830,10.0,0.0
98,9586208.0,0.0,TANZANIA,7830,10.0,0.0
99,2001133.0,0.0,TANZANIA,7830,10.0,0.0
