HTSUS
73012050
73023000
73072110
73072150
73072210
73072250
73072300
73072900
73079110
73079130
73079150
73079230
73079290
73079360
73079390
73079910
73079930
73079950
73081000
73082000
73083010
73083050
73084000
73089030
73089060
73089070
73089095
73090000
73101000
73102100
73102900
73110000
73121005
73121010
73121020
73121050
73121060
73121070
73121080
73121090
73129000
73130000
73141490
73141901
73142000
73144930
73145000
73151100
73151200
73181900
73152010
73152050
73158100
73158210
73158230
73158250
73158270
73158910
73158930
73159000
73160000
73170010
73170088
73170065
73170095
73181100
73181200
73181300
73181410
73181560
73181580
73181600
73181900
73182100
73182200
73182300
73182400
73182900
73194020
73199010
73199090
73201030
73201060
73201090
73202010
73209010
73211130
73211160
73211200
73211900
73218110
73218150
73218210
73218250
73218900
73219010
73219050
73219060
73221900
71229000
73231000
73239300
73239400
73239910
73239970
73249000
73259910
73269010
73269000
94062000
94969001
